episode;steps;reward;average
687;346;277.89438007810963;233.78594435682126
688;387;239.52084113215494;233.75946441169836
689;536;213.96819474343224;233.14959251670567
690;548;226.13631358362215;232.88926795399274
691;308;242.9185014931222;232.72627588463627
692;505;211.12377251564052;232.11010172093182
693;617;221.24752744505534;231.96932021691043
694;488;253.9192358289581;231.90482710632364
695;634;168.56409999945527;233.95017812346828
696;606;200.83382786632643;233.60051248816296
697;511;247.27277080686557;233.30393593282565
698;603;236.25150314716979;233.0012459636484
699;415;229.1961723321785;232.4490185593038
700;626;221.62460033732094;232.27884558734505
701;405;253.23513997330525;232.27239634521516
702;446;276.1663821551181;234.7306702420825
703;750;28.85437934050969;235.80812796622294
704;750;56.740913499639575;233.89830104678825
705;750;61.350299409595365;232.34994984031414
706;750;42.21327944935226;232.55415259544571
707;703;175.82744737998834;231.7245142053532
708;433;270.6206528394761;231.7194583557453
709;326;286.8580960117513;232.42989793764
710;315;269.2622837339952;232.55018824594598
711;410;259.5687890479891;232.56707510993834
712;401;255.10784438049794;232.64444874936228
713;295;267.1686088935158;232.6415127392377
714;306;236.41674142356752;232.11547331687697
715;218;236.90258444543855;232.03731916504032
716;268;240.67837675588336;231.90493584944554
717;320;251.6943293517288;231.78704025222854
718;463;231.3766036670752;231.4640379011054
719;399;265.6325366023093;231.56587181789175
720;385;261.56268603812094;231.68279475291408
721;419;221.19225805133254;231.285251573147
722;284;272.9057872942916;231.4715719135242
723;326;223.84614572829568;231.36312566146614
724;479;225.1699297069864;233.03884346042685
725;433;234.44136148055406;235.22240673803887
726;717;220.84193778706918;234.8840121049033
727;284;289.12332491935143;235.47920133853194
728;455;230.0890682478069;235.2850094098664
729;327;256.1990529242994;234.96619398035705
730;221;305.9453786523444;235.0132945662795
731;266;287.2161963371012;235.27869881799919
732;383;267.40198685429823;235.6311766348146
733;276;224.43947059768618;235.1826582136819
734;291;232.04699744216504;237.5639900868354
735;485;192.4249404042917;236.75931308606457
736;283;281.71642549406164;237.21741133978767
737;288;257.47590649481805;236.95054194908968
738;303;217.96507144054522;236.35286142169548
739;750;85.34753404175645;234.9062397473227
740;258;284.9326162857287;234.8727878131959
741;378;229.23591230339767;234.43943959954814
742;288;221.356487888517;234.20718012555955
743;386;215.96033024258372;233.88308789623693
744;266;280.69730810854;234.35620660955124
745;363;226.1093916004873;233.85879937656944
746;237;258.96855750546456;233.83093195592767
747;281;260.4039565036518;233.55801430615523
748;238;245.09131315829137;233.54456456068021
749;298;246.2695225769497;233.17917658439853
750;270;281.6189486428792;233.18507169380777
751;281;259.48461488371856;233.76383677930286
752;598;178.15562868953072;232.801827386239
753;267;266.05195508257475;232.90858588592687
754;283;272.8025276209329;232.9449192599672
755;250;278.526514295549;232.85602083706803
756;201;29.804238583530065;230.49529346960574
757;409;250.3941725005188;230.0588547810768
758;339;282.0055080878833;230.27850815625752
759;415;186.90523711464368;229.85423893372055
760;269;245.4018178370866;229.571401620658
761;307;220.16697091230313;231.5723921441919
762;230;270.74188208755356;231.68385681434063
763;254;307.4159832149022;232.1657463304363
764;258;233.24812717366763;231.8350791797364
765;266;280.7515389710937;231.9838983557507
766;254;280.6509161209062;232.3771088352501
767;370;264.5223522741369;234.63432526545049
768;146;67.05963731568761;232.48232099149533
769;324;267.30034039199643;232.54188087581267
770;128;66.33020688125524;230.61058212176846
771;186;57.524346526212696;228.60488045647602
772;264;295.2487628625338;229.57795440161365
773;281;293.0278305993827;229.82840220859754
774;235;259.46827528123515;230.0447104368253
775;287;279.5649469858371;230.31036363249785
776;222;13.397391790833964;227.82418814532787
777;284;245.94240673363558;227.68667394969154
778;343;283.24219524741943;228.10808095578767
779;272;236.509728964112;227.78280089533257
780;332;286.30054851407385;228.09628678139757
781;225;31.72808074883062;227.5924815666817
782;360;253.09105147630032;227.60225433892074
783;351;252.62484236552405;227.74921499213517
784;338;234.70245507367906;227.57993982849436
785;405;230.30364966963276;227.22255532562139
786;367;282.5176845921584;227.37057201894692
787;285;252.82702817691256;227.11989849993495
788;345;241.51165838052492;227.13980667241864
789;179;11.181498230109185;225.11193970728542
790;250;264.3877555855865;225.49445412730503
791;539;235.9935365024541;225.42520447739835
792;278;281.7752229101444;226.13171898134337
793;274;230.22089994914353;226.22145270638427
794;549;221.38435384915314;225.89610388658622
795;319;276.9008268503902;226.97947115509555
796;263;295.6033008212038;227.92716588464435
797;285;245.79974689853066;227.91243564556098
798;328;263.13647100096307;228.1812853240989
799;344;283.7659787014356;228.72698338779145
800;390;248.36715518974884;228.99440893631575
801;329;277.3998620861505;229.23605615744418
802;449;244.93143207516871;228.92370665664473
803;334;254.6945038513638;231.18210790175326
804;231;261.78177822971486;233.23251654905397
805;282;233.51931428567715;234.9542066978148
806;279;269.3987419587944;237.22606132290923
807;263;262.2494349100291;238.09028119820962
808;331;245.44555075500062;237.83853017736487
809;387;262.39485528094303;237.5938977700568
810;400;237.5032242173989;237.27630717489083
811;349;224.729649550135;236.9279157799123
812;272;273.3563233312841;237.11040056942016
813;383;6.878257759685823;234.50749705808187
814;364;265.43121317576265;234.79764177560384
815;334;255.962399299523;234.98823992414466
816;442;246.01418444878692;235.04159800107374
817;258;225.70941415873284;234.78174884914378
818;232;270.5680238123816;235.17366305059682
819;351;215.63138972055694;234.67365158177927
820;232;248.63740500102654;234.54439877140834
821;360;224.1225376663328;234.57370156755832
822;333;244.67505290597734;234.29139422367518
823;234;36.570338746994594;232.41863615386217
824;468;207.69712428838005;232.2439080996761
825;737;209.76908396403;231.99718532451087
826;201;13.175127650177075;229.92051722314193
827;291;278.3650504838659;229.8129344787871
828;294;245.3990742467783;229.9660345387768
829;339;221.51294412166027;229.61917345075042
830;417;226.5287472973895;228.82500713720088
831;329;236.73922139640547;228.32023738779392
832;337;215.79104863478727;227.80412800559884
833;265;282.5120919559288;228.38485421918125
834;292;223.0165811171621;228.29455005593124
835;346;251.7911566614891;228.88821221850318
836;347;215.54838251906835;228.22653178875328
837;238;254.64285907344347;228.19820131453946
838;168;59.88415524195409;226.61739215255358
839;309;235.00234610302132;228.11394027316624
840;420;232.96081279753483;227.59422223828426
841;293;234.10496230093528;227.64291273825967
842;309;271.7528943110451;228.14687680248494
843;237;213.59381074390424;228.12321160749815
844;217;27.038882576366618;225.5866273521764
845;214;272.67934908210646;226.0523269269926
846;530;230.84762481655565;225.7711176001035
847;303;264.50463232652;225.8121243583322
848;421;251.66774668205545;225.87788869356984
849;279;262.9611143938664;226.044804611739
850;460;223.20561126790906;225.4606712379893
851;259;278.7576897616076;225.65340198676822
852;263;267.220623391655;226.54405193378946
853;222;299.53057696036973;226.8788381525674
854;315;266.69208543652417;226.81773373072335
855;365;257.74902512449853;226.60995883901285
856;273;287.0378353320691;229.18229480649822
857;347;235.8839854395298;229.0371929358883
858;345;281.9214205227893;229.03635206023736
859;165;84.18484560766561;228.00914814516761
860;257;233.61222812494287;227.89125224804616
861;219;253.36208001808166;228.22320333910392
862;385;258.21983877451817;228.0979829059736
863;349;279.85860505699816;227.82240912439454
864;141;49.79116596118189;225.9878395122697
865;374;270.4557388980385;225.88488151153913
866;283;266.86157040350633;225.7469880543651
867;387;254.75860956370857;225.64935062726082
868;229;270.2188287080032;227.68094254118398
869;376;249.01293342766908;227.4980684715407
870;303;247.46555715048962;229.3094219742331
871;296;247.00524834819203;231.20423099245286
872;438;246.0997743660767;230.71274110748828
873;195;22.974130083737307;228.01220410233185
874;158;53.42561801278538;225.95177752964736
875;127;16.608846309865186;223.32221652288766
876;502;209.01083683926527;225.27835097337197
877;268;255.28093808719447;225.37173628690755
878;257;235.7776324086543;224.8970906585199
879;219;268.0577407235347;225.21257077611412
880;374;260.00435392023894;224.94960883017578
881;487;204.6939439821239;226.67926746250868
882;281;267.7582743917193;226.82593969166285
883;273;222.39798012461827;226.52367106925382
884;259;232.045897226494;226.497105490782
885;142;25.97012980679834;224.45377029215365
886;162;22.375075017181686;221.85234419640386
887;173;10.171531977283806;219.42578923440757
888;227;-19.71508467032531;216.81352180389905
889;158;6.15308891501391;216.76323771074814
890;190;21.15792144036378;214.3309393692959
891;186;0.7856030127294531;211.97886003439868
892;280;289.9760996207371;212.0608688015046
893;135;10.21630747458974;209.86082287675904
894;165;19.729092259761728;207.84427026086516
895;402;211.9196696672909;207.19445868903415
896;358;251.2571028874707;206.7509967096968
897;457;195.97779460296795;206.25277718674118
898;313;261.2891135428315;206.2343036121599
899;593;232.54663639977062;205.72211018914325
900;213;247.22745292532636;205.710713166499
901;241;249.6079837533792;205.43279438317128
902;339;246.55340869490414;205.44901414936862
903;317;286.2356722895913;205.7644258337509
904;280;276.2948513845487;205.90955656529925
905;200;36.5338249159895;203.9397016716024
906;344;239.37999192432898;203.63951417125773
907;421;213.49236968160835;203.15194351897352
908;333;217.28324239301045;202.87032043535362
909;168;32.98597732478697;200.57623165579204
910;469;285.53878455659503;201.05658725918403
911;595;209.96134252885858;200.90890418897123
912;263;287.8463112080485;201.0538040677389
913;750;72.53431442365851;201.7103646343786
914;364;207.23762534052804;201.1284287560263
915;419;220.6704265682232;200.7755090287133
916;297;274.3539556784605;201.05890674101002
917;287;242.8410360216127;201.2302229596388
918;396;224.76806715331813;200.7722233930482
919;231;290.11237485873187;201.51703324442994
920;264;286.47986512085106;201.89545784562816
921;600;187.39230244719272;201.52815549343674
922;635;221.2075949115751;201.29348091349274
923;332;240.06127314694504;203.32839025749226
924;270;275.2028314588432;204.0034473291969
925;281;244.91847262549555;204.35494121581152
926;266;283.4043177940158;207.0572331172499
927;258;260.7078909956007;206.88066152236726
928;282;247.51855793507434;206.9018563592502
929;430;244.98905731989305;207.13661749123253
930;301;216.4026152237301;207.03535617049593
931;304;220.58285900888956;206.8737925466208
932;352;242.19960364439913;207.13787809671692
933;542;270.04388932120787;207.0131960703697
934;750;86.99298701065781;205.65296012930466
935;201;-399.87908512191984;199.13625771147056
936;422;247.24528131941324;199.453226699474
937;201;25.573794837179662;197.1625360571114
938;197;13.83065625948656;196.7020010672867
939;339;207.22911447733432;196.42426875102984
940;288;229.49026289146434;196.38956325196915
941;750;32.47541140777406;194.37326774303753
942;412;207.46065494853073;193.73034534941243
943;291;40.99678148366044;192.00437505680995
944;750;63.1627139706865;192.36561337075312
945;218;278.403774037159;192.42285762030366
946;509;216.71977263598353;192.28157909849793
947;750;12.88000693453021;189.76533284457804
948;271;248.34745255534264;189.73212990331092
949;281;257.20725104727455;189.674591269845
950;383;230.91317885956178;189.75166694576154
951;698;258.10093246911856;189.54509937283666
952;519;238.71352212444776;189.26002836016457
953;419;252.68546359579858;188.79157722651888
954;272;251.7837166558823;188.64249353871247
955;329;236.84006099703916;188.43340389743787
956;251;245.130703947274;188.0143325835899
957;279;263.81868215438385;188.2936795507384
958;331;251.88444313314145;187.99330977684195
959;514;212.54260458267933;189.2768873665921
960;275;260.2432067589427;189.54319715293212
961;303;224.4527648517875;189.25410400126916
962;365;236.28337508868663;189.03473936441085
963;190;36.4531658555224;186.6006849723961
964;263;262.99272321463604;188.73270054493062
965;318;261.91390677044416;188.64728222365466
966;283;266.95330187847776;188.64819953840436
967;272;240.4788996714966;188.50540243948225
968;277;278.8248669773408;188.59146282217563
969;321;254.54407741136436;188.6467742620126
970;311;279.824164285804;188.97036033336576
971;311;209.35566517702458;188.59386450165405
972;401;236.01647122315453;188.49303147022485
973;307;243.25762144318492;190.69586638381935
974;303;259.2163102896967;192.75377330658844
975;297;268.5157180184566;195.27284202367434
976;336;270.0682974240031;195.88341662952172
977;512;270.3987192005555;196.0345944406553
978;369;235.2444074123065;196.02926219069184
979;239;270.2546771931468;196.05123155538797
980;364;234.19593058824015;195.793147322068
981;330;258.96089923799616;196.33581687462672
982;313;251.92813836875763;196.17751551439713
983;627;205.06124781987302;196.00414819134966
984;229;292.12330853679987;196.60492230445274
985;427;206.54732696325192;198.41069427601727
986;563;283.7055742108058;201.0239992679535
987;372;217.545547362077;203.0977394218014
988;305;271.19046016882635;206.00679487019295
989;320;272.71860739179886;208.67245005496076
990;295;227.86441534878685;210.73951499404498
991;282;272.6289454230948;213.45794841814867
992;330;262.07148368080954;213.17890225874942
993;330;253.9532830607892;215.61627201461135
994;258;286.24329221697866;218.28141401418358
995;360;203.91979103919078;218.20141522790254
996;327;238.00927981350532;218.0689369971629
997;333;219.808133219124;218.30724038332446
998;293;251.31953970327476;218.2075446449289
999;355;212.69898872620365;218.00906816819324
1000;286;258.7030082349216;218.1238237212892
